
21912089,12571844658,30
12571844658,7265761724,30
7265761724,1079750744,30
1079750744,2104793864,30
2104793864,6340961560,30
6340961560,1110560507,30
1110560507,12571844657,30
12571844657,21912093,30
21912093,6340961559,30
6340961559,21912095,30
21912095,7265762803,30
7265762803,2104793866,30
2104793866,6340961561,30
6340961561,5603088200,30
5603088200,6340961562,30
6340961562,21912097,30
21912097,10665602337,30
10665602337,11146701059,30
11146701059,21912099,30
25192130,6444966483,50
6444966483,1737389127,50
1737389127,6444966484,50
6444966484,6444966485,50
6444966485,6340961554,50
6340961554,6444966486,50
6444966486,6444966487,50
6444966487,1074585009,50
25193709,4937556534,30
4937556534,6522289648,30
6522289648,6522289649,30
6522289649,4937556535,30
4937556535,25194146,30
25194146,252362324,30
252362324,25194196,30
96050956,280487341,20
280487341,25182815,20
25181793,6445480823,30
6445480823,6445480821,30
6445480821,25181798,30
25181798,4547239706,30
4547239706,1074584836,30
1074584836,1074584788,30
1074584788,1074584924,30
1074584924,256411950,30
256411950,25181806,30
25191634,25191336,30
25191336,25191287,30
25191287,1079045385,30
1079045385,1738399812,30
1738399812,25191338,30
25191904,4940692939,50
4940692939,4940692940,50
4940692940,1573123086,50
25191508,25191502,30
1690130866,1738360321,50
1738360321,1738360319,50
6444966511,3883559147,50
3883559147,1738360184,50
1738360184,1738360227,50
1738360227,6485591429,50
6485591429,1726583874,50
1726583874,1738360234,50
1738360234,1690130853,50
1690130853,1738360238,50
1738360238,25193385,50
25193385,1738360250,50
1738360250,1726583899,50
1726583899,1738360251,50
1738360251,1726583776,50
1726583776,1738360241,50
1738360241,25193390,50
1918966551,1079045459,50
1079045459,6480060598,50
6480060598,4940692951,50
1074584672,1074584802,50
1074584802,1074585045,50
1074585045,1074584681,50
1074584681,10197393646,50
10197393646,4453069962,50
4453069962,4453073043,50
918118157,21912962,30
25198656,8733465493,50
8733465493,25238669,50
25238712,25238738,50
25238738,1870233795,50
1870233795,25238744,50
25238744,8733488634,50
8733488634,25197985,50
6485591925,1736929660,50
1736929660,9416148858,50
9416148858,1720683731,50
1720683731,6485591919,50
1699777574,11146700934,50
11146700934,1736929703,50
1736929703,272637923,50
6485591888,1720684404,50
1720684404,25240093,50
25240093,1720684401,50
1720684401,1720684398,50
1720684398,1720684395,50
1720684395,21914573,50
21914573,1720684346,50
1720684346,1720684322,50
1720684322,1720684318,50
1720684318,25240091,50
25240091,1720684314,50
1720684314,1720684310,50
1720684310,25239175,50
25239175,1685108323,50
1685108323,1720684307,50
1720684307,1720684303,50
1720684303,11802279991,50
11802279991,1720684301,50
1720684301,1720684299,50
1720684299,1720684297,50
1720684297,21914666,50
1868723952,8829633356,50
8829633356,6340961564,50
6340961564,1699777832,50
1699777832,21917383,50
21917383,6340961565,50
6340961565,25242840,50
25242840,25242841,50
25242841,6340961566,50
6340961566,21917400,50
21917400,6340961567,50
6340961567,25242842,50
