1737326444@7.4269321/43.7383452,43.7383452,7.4269321
12571844660@7.4269448/43.7383104,43.7383104,7.4269448
1110560509@7.4269541/43.7382767,43.7382767,7.4269541
1737326414@7.4269578/43.7382500,43.73825,7.4269578
12571844661@7.4269588/43.7382152,43.7382152,7.4269588
21911908@7.4269542/43.7381870,43.738187,7.4269542
1737326398@7.4269455/43.7381623,43.7381623,7.4269455
1737326395@7.4269336/43.7381388,43.7381388,7.4269336
1110560543@7.4269187/43.7381161,43.7381161,7.4269187
12571844662@7.4268990/43.7380899,43.7380899,7.426899
1737326367@7.4268746/43.7380647,43.7380647,7.4268746
12571844663@7.4268527/43.7380438,43.7380438,7.4268527
1074584887@7.4268275/43.7380236,43.7380236,7.4268275
1737326331@7.4267945/43.7379989,43.7379989,7.4267945
1726583881@7.4267663/43.7379801,43.7379801,7.4267663
1737326313@7.4267324/43.7379624,43.7379624,7.4267324
12571844664@7.4266749/43.7379386,43.7379386,7.4266749
1737326309@7.4266246/43.7379224,43.7379224,7.4266246
918118157@7.4264312/43.7378674,43.7378674,7.4264312
1685061923@7.4303598/43.7408882,43.7408882,7.4303598
1736937730@7.4303860/43.7409695,43.7409695,7.430386
1736937752@7.4304009/43.7411698,43.7411698,7.4304009
7526620529@7.4304014/43.7411788,43.7411788,7.4304014
273246214@7.4304202/43.7413155,43.7413155,7.4304202
280703044@7.4127100/43.7320988,43.7320988,7.41271
280703043@7.4128036/43.7321384,43.7321384,7.4128036
1780610182@7.4128939/43.7322013,43.7322013,7.4128939
280703042@7.4129309/43.7322261,43.7322261,7.4129309
1780610184@7.4129573/43.7322660,43.732266,7.4129573
1074584729@7.4129671/43.7323059,43.7323059,7.4129671
1780610185@7.4129595/43.7324136,43.7324136,7.4129595
280703041@7.4129583/43.7324695,43.7324695,7.4129583
280703040@7.4129858/43.7325544,43.7325544,7.4129858
280703039@7.4130181/43.7327181,43.7327181,7.4130181
1780610190@7.4130272/43.7328450,43.732845,7.4130272
280703038@7.4130127/43.7329781,43.7329781,7.4130127
1780610192@7.4129875/43.7330477,43.7330477,7.4129875
280703037@7.4129616/43.7331069,43.7331069,7.4129616
